start_year,start_month,start_day,start_hour,stop_year,stop_month,stop_day,stop_hour,PM_abs_ug,Vol_m3,PM_conc_ugm3,SSR_BC,IC_Cl,IC_NO3,IC_PO4,IC_SO4,IC_Na,IC_NH4,IC_K,IC_Mg,ICP_Al,ICP_Fe,ICP_Ti,ICP_TEO,ICP_Zn
2015,6,8,9,2015,6,17,8,135.83,3.6,37.76,4.83,,0.253,,5.781,0.258,0.736,0.727,0.048,109.6,146.4,4.7,270.3,64.8
2015,6,26,9,2015,7,5,8,170.33,4.5,37.88,3.31,,0.373,,6.203,0.212,0.758,0.75,0.029,81.8,96.5,3.2,242.1,120.2
2015,7,5,9,2015,7,14,8,137.6,3.56,38.67,4.02,,0.231,0.339,5.014,0.213,0.668,0.658,0.029,154.9,170.5,6.3,214.2,45.2
2015,8,24,9,2015,8,25,8,57.27,1.16,49.4,4.55,,1.066,1.135,5.641,0.515,1.075,1.043,0.051,482.1,297.8,10.4,402.4,59.8
2015,9,23,9,2015,10,2,8,146.13,3.44,42.47,1.14,0.137,0.333,,5.058,0.282,1.358,1.116,0.044,167.7,182.9,7.4,77.9,18.5
2015,10,11,9,2015,10,20,8,183.8,4.11,44.76,0.81,,2.046,,6.079,0.371,1.514,0.848,0.101,150.4,154.5,6.5,65.5,15.6
2015,10,29,9,2015,11,7,8,211.83,4.95,42.78,0.91,,2.477,,9.633,0.315,,0.964,0.046,157,131.8,5.9,82.5,24.6
2015,11,7,9,2015,11,16,8,184.03,4.86,37.87,1.12,,2.721,,7.803,,,0.811,0.038,87.4,137,4.1,167.1,43.9
2015,11,16,9,2015,11,25,8,215.73,5.01,43.03,0.97,,8.008,,9,0.428,,0.864,0.049,94,100.2,3.6,81.9,26.4
2016,1,2,9,2016,1,11,8,166.5,4.96,33.59,,0.029,0.316,0.288,8.376,0.147,2.562,0.491,0.12,49.2,112.5,2.8,98.2,29.3
2016,1,11,9,2016,1,20,8,199.3,5.34,37.31,,,0.421,0.264,7.768,0.119,2.373,0.425,0.041,37.8,61.7,2.3,154.1,37.4
2016,6,1,9,2016,6,10,8,164.83,4.96,33.25,4.04,,0.556,0.293,7.033,0.217,,0.558,0.022,87.7,103.7,3.9,113.7,27.7
2016,8,4,9,2016,8,13,8,178.27,4.89,36.46,3.45,,0.329,,7.68,0.154,,0.534,0.021,,,,,
2016,8,31,9,2016,9,9,8,196.43,5.11,38.45,1.25,0.074,0.709,,9.603,0.182,,0.569,0.018,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,SSR_BC,2.168,,,,,,,,,,,,,,,,,,,,,,
,IC_Cl,0.015,,,,,,,,,,,,,,,,,,,,,,
,IC_NO3,0.851,,,,,,,,,,,,,,,,,,,,,,
,IC_PO4,0.187,,,,,,,,,,,,,,,,,,,,,,
,IC_SO4,6.693,,,,,,,,,,,,,,,,,,,,,,
,IC_Na,0.2189,,,,,,,,,,,,,,,,,,,,,,
,IC_NH4,1.461,,,,,,,,,,,,,,,,,,,,,,
,IC_K,0.66,,,,,,,,,,,,,,,,,,,,,,
,IC_Mg,0.039,,,,,,,,,,,,,,,,,,,,,,
,ICP_Al,103.1,,,,,,,,,,,,,,,,,,,,,,
,ICP_Fe,87.11,,,,,,,,,,,,,,,,,,,,,,
,ICP_Ti,3.524,,,,,,,,,,,,,,,,,,,,,,
,ICP_TEO,118.2,,,,,,,,,,,,,,,,,,,,,,
,ICP_Zn,36.86,,,,,,,,,,,,,,,,,,,,,,
